,奀潔 (s),嫖髡薹(米W)
1,794.5,240.6
2,794.6,319.4
3,794.7,331.9
4,794.8,372.8
5,794.9,164.3
6,795.0,267.8
7,795.1,426.8
8,795.2,496.6
9,795.3,283.9
10,795.4,265.8
11,795.5,349.1
12,795.6,245.0
13,795.7,313.4
14,795.8,89.6
15,795.9,-48.4
16,796.0,-166.1
17,796.1,-392.2
18,796.2,-728.5
19,796.3,-985.8
20,796.4,-1000.0
21,796.5,-1000.0
22,796.6,-1000.0
23,796.7,-1000.0
24,796.8,-1000.0
25,796.9,-1000.0
26,797.0,-1000.0
27,797.1,-1000.0
28,797.2,-1000.0
29,797.3,-1000.0
30,797.4,-1000.0
31,797.5,-1000.0
32,797.6,-1000.0
33,797.7,-1000.0
34,797.8,-1000.0
35,797.9,-1000.0
36,798.0,-1000.0
37,798.1,-1000.0
38,798.2,-1000.0
39,798.3,-1000.0
40,798.4,-1000.0
41,798.5,-1000.0
42,798.6,-1000.0
43,798.7,-1000.0
44,798.8,-1000.0
45,798.9,-1000.0
46,799.0,-1000.0
47,799.1,-1000.0
48,799.2,-1000.0
49,799.3,-1000.0
50,799.4,-1000.0
51,799.5,-968.0
52,799.6,-1000.0
53,799.7,-1000.0
54,799.8,-1000.0
55,799.9,-1000.0
56,800.0,-1000.0
57,800.1,-1000.0
58,800.2,-1000.0
59,800.3,-1000.0
60,800.4,-1000.0
61,800.5,-1000.0
62,800.6,-1000.0
63,800.7,-962.4
64,800.8,-833.9
65,800.9,-1000.0
66,801.0,-1000.0
67,801.1,-1000.0
68,801.2,-1000.0
69,801.3,-1000.0
70,801.4,-894.5
71,801.5,-961.8
72,801.6,-1000.0
73,801.7,-1000.0
74,801.8,-1000.0
75,801.9,-1000.0
76,802.0,-971.6
77,802.1,-1000.0
78,802.2,-1000.0
79,802.3,-1000.0
80,802.4,-1000.0
81,802.5,-1000.0
82,802.6,-1000.0
83,802.7,-1000.0
84,802.8,-1000.0
85,802.9,-1000.0
86,803.0,-985.4
87,803.1,-1000.0
88,803.2,-1000.0
89,803.3,-1000.0
90,803.4,-832.6
91,803.5,-1000.0
92,803.6,-1000.0
93,803.7,-1000.0
94,803.8,-1000.0
95,803.9,-851.3
96,804.0,-1000.0
97,804.1,-1000.0
98,804.2,-1000.0
99,804.3,-892.9
100,804.4,-1000.0
101,804.5,-877.0
102,804.6,-1000.0
103,804.7,-1000.0
104,804.8,-1000.0
105,804.9,-832.5
106,805.0,-840.1
107,805.1,-1000.0
108,805.2,-1000.0
109,805.3,-1000.0
110,805.4,-1000.0
111,805.5,-1000.0
112,805.6,-838.5
113,805.7,-1000.0
114,805.8,-1000.0
115,805.9,-1000.0
116,806.0,-1000.0
117,806.1,-881.9
118,806.2,-1000.0
119,806.3,-1000.0
120,806.4,-1000.0
121,806.5,-1000.0
122,806.6,-1000.0
123,806.7,-1000.0
124,806.8,-1000.0
125,806.9,-939.0
126,807.0,-852.1
127,807.1,-1000.0
128,807.2,-1000.0
129,807.3,-1000.0
130,807.4,-1000.0
131,807.5,-1000.0
132,807.6,-1000.0
133,807.7,-1000.0
134,807.8,-814.9
135,807.9,-1000.0
136,808.0,-1000.0
137,808.1,-1000.0
138,808.2,-1000.0
139,808.3,-1000.0
140,808.4,-1000.0
141,808.5,-878.7
142,808.6,-809.2
143,808.7,-1000.0
144,808.8,-1000.0
145,808.9,-1000.0
146,809.0,-1000.0
147,809.1,-1000.0
148,809.2,-1000.0
149,809.3,-1000.0
150,809.4,-1000.0
151,809.5,-1000.0
152,809.6,-1000.0
153,809.7,-1000.0
154,809.8,-834.1
155,809.9,-1000.0
156,810.0,-1000.0
157,810.1,-1000.0
158,810.2,-1000.0
159,810.3,-1000.0
160,810.4,-1000.0
161,810.5,-1000.0
162,810.6,-1000.0
163,810.7,-1000.0
164,810.8,-1000.0
165,810.9,-1000.0
166,811.0,-1000.0
167,811.1,-1000.0
168,811.2,-1000.0
169,811.3,-916.3
170,811.4,-1000.0
171,811.5,-896.3
172,811.6,-1000.0
173,811.7,-1000.0
174,811.8,-829.7
175,811.9,-864.5
176,812.0,-867.8
177,812.1,-1000.0
178,812.2,-1000.0
179,812.3,-1000.0
180,812.4,-1000.0
181,812.5,-882.4
182,812.6,-1000.0
183,812.7,-1000.0
184,812.8,-1000.0
185,812.9,-1000.0
186,813.0,-1000.0
187,813.1,-1000.0
188,813.2,-1000.0
189,813.3,-1000.0
190,813.4,-1000.0
191,813.5,-1000.0
192,813.6,-1000.0
193,813.7,-1000.0
194,813.8,-1000.0
195,813.9,-1000.0
196,814.0,-1000.0
197,814.1,-1000.0
198,814.2,-1000.0
199,814.3,-1000.0
200,814.4,-1000.0
201,814.5,-1000.0
202,814.6,-1000.0
203,814.7,-1000.0
204,814.8,-1000.0
205,814.9,-1000.0
206,815.0,-1000.0
207,815.1,-1000.0
208,815.2,-1000.0
209,815.3,-1000.0
210,815.4,-1000.0
211,815.5,-1000.0
212,815.6,-1000.0
213,815.7,-812.0
214,815.8,-973.3
215,815.9,-1000.0
216,816.0,-1000.0
217,816.1,-841.7
218,816.2,-1000.0
219,816.3,-1000.0
220,816.4,-918.0
221,816.5,-1000.0
222,816.6,-808.8
223,816.7,-1000.0
224,816.8,-1000.0
225,816.9,-1000.0
226,817.0,-957.3
227,817.1,-749.0
228,817.2,-772.9
229,817.3,-553.5
230,817.4,-397.8
231,817.5,-291.0
232,817.6,-363.1
233,817.7,-346.2
234,817.8,-343.3
235,817.9,-313.4
236,818.0,-275.2
237,818.1,-308.1
238,818.2,-262.2
239,818.3,-290.8
240,818.4,-254.2
241,818.5,-274.5
242,818.6,-195.7
243,818.7,-220.0
244,818.8,-239.8
245,818.9,-207.0
246,819.0,-214.0
247,819.1,-201.7
248,819.2,-197.4
249,819.3,-176.3
250,819.4,-171.2
251,819.5,-179.0
252,819.6,-137.0
253,819.7,-158.7
254,819.8,-129.5
255,819.9,-131.0
256,820.0,-106.1
257,820.1,-116.1
258,820.2,-148.9
259,820.3,-117.1
260,820.4,-60.9
261,820.5,-90.6
262,820.6,-101.0
263,820.7,-153.2
264,820.8,-62.5
265,820.9,-63.8
266,821.0,-100.2
267,821.1,-108.0
268,821.2,-89.3
269,821.3,-55.7
270,821.4,-38.1
271,821.5,-14.8
272,821.6,18.0
273,821.7,95.3
274,821.8,64.4
275,821.9,118.6
276,822.0,49.9
277,822.1,91.5
278,822.2,58.8
279,822.3,138.1
280,822.4,174.8
281,822.5,194.3
282,822.6,124.7
283,822.7,181.5
284,822.8,236.3
285,822.9,138.8
286,823.0,181.5
287,823.1,218.8
288,823.2,201.2
289,823.3,186.3
290,823.4,242.3
291,823.5,224.9
292,823.6,203.6
293,823.7,185.1
294,823.8,219.1
295,823.9,200.0
296,824.0,205.3
297,824.1,226.1
298,824.2,243.0
299,824.3,212.3
300,824.4,225.8
301,824.5,211.8
302,824.6,185.4
303,824.7,209.9
304,824.8,246.3
305,824.9,281.9
306,825.0,241.1
307,825.1,223.4
308,825.2,309.0
309,825.3,286.7
310,825.4,193.5
311,825.5,209.9
312,825.6,232.3
313,825.7,224.8
314,825.8,230.7
315,825.9,273.1
316,826.0,224.8
317,826.1,265.6
318,826.2,223.1
319,826.3,256.2
320,826.4,252.8
321,826.5,298.5
322,826.6,171.9
323,826.7,259.4
324,826.8,307.8
325,826.9,263.2
326,827.0,272.7
327,827.1,253.9
328,827.2,227.1
329,827.3,256.3
330,827.4,265.5
331,827.5,223.1
332,827.6,257.1
333,827.7,238.3
334,827.8,253.1
335,827.9,276.3
336,828.0,203.6
337,828.1,236.4
338,828.2,201.4
339,828.3,195.4
340,828.4,209.0
341,828.5,228.5
342,828.6,269.9
343,828.7,345.1
344,828.8,309.9
345,828.9,280.5
346,829.0,359.9
347,829.1,327.7
348,829.2,202.6
349,829.3,256.4
350,829.4,238.0
351,829.5,334.2
352,829.6,212.9
353,829.7,303.8
354,829.8,265.4
355,829.9,253.0
356,830.0,239.2
357,830.1,253.0
358,830.2,221.8
359,830.3,239.2
360,830.4,232.2
361,830.5,214.5
362,830.6,215.9
363,830.7,121.2
364,830.8,85.9
365,830.9,61.4
366,831.0,103.4
367,831.1,97.7
368,831.2,57.1
369,831.3,32.3
370,831.4,-3.9
371,831.5,3.9
372,831.6,-40.3
373,831.7,-42.6
374,831.8,-85.5
375,831.9,-131.2
376,832.0,-141.3
377,832.1,-124.2
378,832.2,-160.9
379,832.3,-206.6
380,832.4,-268.5
381,832.5,-267.4
382,832.6,-312.0
383,832.7,-298.0
384,832.8,-329.6
385,832.9,-327.1
386,833.0,-346.6
387,833.1,-389.4
388,833.2,-421.7
389,833.3,-438.4
390,833.4,-431.5
391,833.5,-483.6
392,833.6,-502.0
393,833.7,-522.5
394,833.8,-563.6
395,833.9,-584.1
396,834.0,-591.4
397,834.1,-646.7
398,834.2,-685.2
399,834.3,-736.3
400,834.4,-765.5
401,834.5,-842.0
402,834.6,-863.9
403,834.7,-917.8
404,834.8,-909.2
405,834.9,-968.2
406,835.0,-937.1
407,835.1,-987.9
408,835.2,-989.6
409,835.3,-1000.0
410,835.4,-1000.0
411,835.5,-1000.0
412,835.6,-1000.0
413,835.7,-1000.0
414,835.8,-976.5
415,835.9,-990.2
416,836.0,-1000.0
417,836.1,-1000.0
418,836.2,-1000.0
419,836.3,-1000.0
420,836.4,-1000.0
421,836.5,-947.8
422,836.6,-976.6
423,836.7,-854.0
424,836.8,-1000.0
425,836.9,-1000.0
426,837.0,-1000.0
427,837.1,-967.4
428,837.2,-1000.0
429,837.3,-904.6
430,837.4,-1000.0
431,837.5,-1000.0
432,837.6,-1000.0
433,837.7,-1000.0
434,837.8,-1000.0
435,837.9,-1000.0
436,838.0,-1000.0
437,838.1,-1000.0
438,838.2,-1000.0
439,838.3,-1000.0
440,838.4,-934.8
441,838.5,-985.0
442,838.6,-943.9
443,838.7,-751.4
444,838.8,-686.1
445,838.9,-529.4
446,839.0,-613.8
447,839.1,-368.7
448,839.2,-286.7
449,839.3,-136.3
450,839.4,-81.4
451,839.5,13.6
452,839.6,92.2
453,839.7,222.3
454,839.8,191.3
455,839.9,108.4
456,840.0,513.4
457,840.1,-157.6
458,840.2,156.8
459,840.3,70.5
460,840.4,304.3
461,840.5,202.1
462,840.6,494.3
463,840.7,480.7
464,840.8,-35.7
465,840.9,-212.9
466,841.0,344.8
467,841.1,-3.2
468,841.2,-307.9
469,841.3,-374.3
470,841.4,-532.7
471,841.5,-453.9
472,841.6,-588.4
473,841.7,-779.9
474,841.8,-884.6
475,841.9,-958.2
476,842.0,-972.4
477,842.1,-970.8
478,842.2,-1000.0
479,842.3,-1000.0
480,842.4,-1000.0
481,842.5,-1000.0
482,842.6,-1000.0
483,842.7,-1000.0
484,842.8,-1000.0
485,842.9,-1000.0
486,843.0,-1000.0
487,843.1,-1000.0
488,843.2,-1000.0
489,843.3,-1000.0
490,843.4,-1000.0
491,843.5,-1000.0
492,843.6,-1000.0
493,843.7,-1000.0
494,843.8,-1000.0
495,843.9,-1000.0
496,844.0,-1000.0
497,844.1,-839.8
498,844.2,-1000.0
499,844.3,-1000.0
500,844.4,-1000.0
501,844.5,-815.4
502,844.6,-1000.0
503,844.7,-1000.0
504,844.8,-1000.0
505,844.9,-1000.0
506,845.0,-915.6
507,845.1,-1000.0
508,845.2,-1000.0
509,845.3,-1000.0
510,845.4,-749.1
511,845.5,-915.6
512,845.6,-1000.0
513,845.7,-832.3
514,845.8,-1000.0
515,845.9,-1000.0
516,846.0,-1000.0
517,846.1,-1000.0
518,846.2,-1000.0
519,846.3,-1000.0
520,846.4,-1000.0
521,846.5,-1000.0
522,846.6,-1000.0
523,846.7,-1000.0
524,846.8,-1000.0
525,846.9,-1000.0
526,847.0,-1000.0
527,847.1,-964.5
528,847.2,-865.3
529,847.3,-1000.0
530,847.4,-1000.0
531,847.5,-1000.0
532,847.6,-953.1
533,847.7,-1000.0
534,847.8,-1000.0
535,847.9,-1000.0
536,848.0,-993.0
537,848.1,-866.5
538,848.2,-780.4
539,848.3,-636.7
540,848.4,-601.7
541,848.5,-533.2
542,848.6,-475.5
543,848.7,-428.8
544,848.8,-386.0
545,848.9,-377.4
546,849.0,-321.5
547,849.1,-338.0
548,849.2,-356.4
549,849.3,-307.6
550,849.4,-242.1
551,849.5,-202.9
552,849.6,-152.5
553,849.7,-158.4
554,849.8,-163.2
555,849.9,-134.0
556,850.0,-172.0
557,850.1,-170.1
558,850.2,-151.7
559,850.3,-110.5
560,850.4,-90.4
561,850.5,-106.0
562,850.6,-130.2
563,850.7,-41.6
564,850.8,12.2
565,850.9,-47.9
566,851.0,-53.3
567,851.1,-8.3
568,851.2,36.8
569,851.3,102.3
570,851.4,163.1
571,851.5,181.0
572,851.6,165.1
573,851.7,217.3
574,851.8,201.7
575,851.9,239.0
576,852.0,287.9
577,852.1,195.7
578,852.2,251.0
579,852.3,248.0
580,852.4,224.9
581,852.5,224.1
582,852.6,219.8
583,852.7,207.9
584,852.8,209.0
585,852.9,224.8
586,853.0,248.0
587,853.1,210.6
588,853.2,211.9
589,853.3,299.5
590,853.4,212.9
591,853.5,211.6
592,853.6,258.3
593,853.7,249.1
594,853.8,197.1
595,853.9,284.2
596,854.0,244.2
597,854.1,228.3
598,854.2,183.0
599,854.3,204.5
600,854.4,220.0
601,854.5,178.7
602,854.6,212.9
603,854.7,205.9
604,854.8,206.4
605,854.9,177.9
606,855.0,199.1
607,855.1,249.5
608,855.2,162.6
609,855.3,265.4
610,855.4,183.3
611,855.5,317.5
612,855.6,328.1
613,855.7,237.7
614,855.8,319.2
615,855.9,343.7
616,856.0,267.1
617,856.1,321.3
618,856.2,334.8
619,856.3,259.4
620,856.4,298.7
621,856.5,333.1
622,856.6,325.2
623,856.7,326.0
624,856.8,292.8
625,856.9,329.1
626,857.0,309.7
627,857.1,270.2
628,857.2,317.5
629,857.3,257.8
630,857.4,262.6
631,857.5,283.9
632,857.6,298.9
633,857.7,315.0
634,857.8,260.4
635,857.9,306.5
636,858.0,301.1
637,858.1,294.6
638,858.2,255.7
639,858.3,324.8
640,858.4,269.5
641,858.5,311.8
642,858.6,281.1
643,858.7,287.3
644,858.8,274.4
645,858.9,350.6
646,859.0,342.2
647,859.1,339.3
648,859.2,331.8
649,859.3,383.0
650,859.4,469.0
651,859.5,367.7
652,859.6,333.0
653,859.7,241.7
654,859.8,301.1
655,859.9,261.0
656,860.0,267.8
657,860.1,324.0
658,860.2,364.0
659,860.3,356.8
660,860.4,375.2
661,860.5,520.7
662,860.6,159.6
663,860.7,160.5
664,860.8,157.2
665,860.9,169.3
666,861.0,212.3
667,861.1,353.8
668,861.2,60.4
669,861.3,242.4
670,861.4,227.0
671,861.5,88.3
672,861.6,611.1
673,861.7,283.8
674,861.8,309.0
675,861.9,532.2
676,862.0,344.7
677,862.1,491.5
678,862.2,367.3
679,862.3,566.3
680,862.4,274.3
681,862.5,254.5
682,862.6,146.9
683,862.7,243.7
684,862.8,270.7
685,862.9,488.7
686,863.0,299.5
687,863.1,198.6
688,863.2,324.2
689,863.3,407.2
690,863.4,503.4
691,863.5,459.8
692,863.6,448.7
693,863.7,364.8
694,863.8,357.9
695,863.9,312.5
696,864.0,180.0
697,864.1,-24.0
698,864.2,-223.8
699,864.3,-616.5
700,864.4,-791.8
701,864.5,-968.8
702,864.6,-1000.0
703,864.7,-1000.0
704,864.8,-992.0
705,864.9,-1000.0
706,865.0,-1000.0
707,865.1,-1000.0
708,865.2,-1000.0
709,865.3,-1000.0
710,865.4,-1000.0
711,865.5,-911.9
712,865.6,-890.1
713,865.7,-868.2
714,865.8,-903.3
715,865.9,-980.8
716,866.0,-1000.0
717,866.1,-1000.0
718,866.2,-1000.0
719,866.3,-1000.0
720,866.4,-1000.0
721,866.5,-1000.0
722,866.6,-1000.0
723,866.7,-1000.0
724,866.8,-1000.0
725,866.9,-1000.0
726,867.0,-1000.0
727,867.1,-1000.0
728,867.2,-1000.0
729,867.3,-1000.0
730,867.4,-1000.0
731,867.5,-1000.0
732,867.6,-1000.0
733,867.7,-847.5
734,867.8,-740.9
735,867.9,-637.5
736,868.0,-550.1
737,868.1,-344.7
738,868.2,-317.3
739,868.3,-299.6
740,868.4,-245.2
741,868.5,-292.3
742,868.6,-240.0
743,868.7,-178.5
744,868.8,-193.3
745,868.9,-120.5
746,869.0,-140.9
747,869.1,-109.0
748,869.2,-104.4
749,869.3,-160.9
750,869.4,-99.6
751,869.5,-130.3
752,869.6,-99.7
753,869.7,-67.2
754,869.8,-48.4
755,869.9,69.1
756,870.0,135.8
757,870.1,233.8
758,870.2,188.9
759,870.3,182.0
760,870.4,220.5
761,870.5,142.7
762,870.6,205.7
763,870.7,250.6
764,870.8,218.8
765,870.9,191.6
766,871.0,305.2
767,871.1,249.1
768,871.2,283.8
769,871.3,267.0
770,871.4,279.8
771,871.5,269.2
772,871.6,267.3
773,871.7,233.7
774,871.8,325.7
775,871.9,289.1
776,872.0,248.1
777,872.1,241.5
778,872.2,215.6
779,872.3,267.6
780,872.4,200.3
781,872.5,179.4
782,872.6,167.4
783,872.7,60.6
784,872.8,50.5
785,872.9,-20.9
786,873.0,-91.8
787,873.1,-144.2
788,873.2,-181.4
789,873.3,-189.9
790,873.4,-241.3
791,873.5,-299.4
792,873.6,-394.7
793,873.7,-432.7
794,873.8,-429.8
795,873.9,-500.3
796,874.0,-523.7
797,874.1,-604.1
798,874.2,-669.9
799,874.3,-756.8
800,874.4,-859.6
801,874.5,-857.7
802,874.6,-913.4
803,874.7,-959.8
804,874.8,-999.5
805,874.9,-986.3
806,875.0,-1000.0
807,875.1,-1000.0
808,875.2,-1000.0
809,875.3,-1000.0
810,875.4,-1000.0
811,875.5,-991.7
812,875.6,-971.8
813,875.7,-922.2
814,875.8,-928.8
815,875.9,-886.8
816,876.0,-843.8
817,876.1,-1000.0
818,876.2,-1000.0
819,876.3,-1000.0
820,876.4,-1000.0
821,876.5,-1000.0
822,876.6,-944.7
823,876.7,-1000.0
824,876.8,-788.7
825,876.9,-773.9
826,877.0,-705.8
827,877.1,-471.6
828,877.2,-301.4
829,877.3,-96.0
830,877.4,10.7
831,877.5,327.1
832,877.6,127.7
833,877.7,140.8
834,877.8,192.2
835,877.9,193.4
836,878.0,428.6
837,878.1,42.3
838,878.2,113.2
839,878.3,-196.7
840,878.4,-301.1
841,878.5,-269.8
842,878.6,-333.1
843,878.7,-644.4
844,878.8,-573.5
845,878.9,-710.2
846,879.0,-874.1
847,879.1,-1000.0
848,879.2,-1000.0
849,879.3,-1000.0
850,879.4,-1000.0
851,879.5,-1000.0
852,879.6,-1000.0
853,879.7,-757.1
854,879.8,-1000.0
855,879.9,-1000.0
856,880.0,-1000.0
857,880.1,-941.5
858,880.2,-1000.0
859,880.3,-1000.0
860,880.4,-860.3
861,880.5,-1000.0
862,880.6,-826.8
863,880.7,-1000.0
864,880.8,-1000.0
865,880.9,-786.3
866,881.0,-1000.0
867,881.1,-1000.0
868,881.2,-1000.0
869,881.3,-1000.0
870,881.4,-999.8
871,881.5,-1000.0
872,881.6,-1000.0
873,881.7,-1000.0
874,881.8,-1000.0
875,881.9,-876.5
876,882.0,-1000.0
877,882.1,-961.4
878,882.2,-1000.0
879,882.3,-1000.0
880,882.4,-777.0
881,882.5,-836.5
882,882.6,-1000.0
883,882.7,-1000.0
884,882.8,-1000.0
885,882.9,-733.1
886,883.0,-1000.0
887,883.1,-979.1
888,883.2,-1000.0
889,883.3,-999.8
890,883.4,-885.4
891,883.5,-863.2
892,883.6,-756.8
893,883.7,-646.6
894,883.8,-544.8
895,883.9,-416.9
896,884.0,-321.2
897,884.1,-268.7
898,884.2,-207.8
899,884.3,-154.4
900,884.4,-96.0
901,884.5,-89.2
902,884.6,-49.4
903,884.7,-37.9
904,884.8,24.1
905,884.9,45.9
906,885.0,85.0
907,885.1,134.8
908,885.2,191.1
909,885.3,214.1
910,885.4,216.2
911,885.5,213.0
912,885.6,293.4
913,885.7,204.9
914,885.8,188.2
915,885.9,241.6
916,886.0,259.6
917,886.1,211.2
918,886.2,203.1
919,886.3,243.2
920,886.4,266.2
921,886.5,235.2
922,886.6,259.2
923,886.7,221.0
924,886.8,176.5
925,886.9,208.8
926,887.0,212.9
927,887.1,160.9
928,887.2,237.2
929,887.3,196.0
930,887.4,229.0
931,887.5,247.1
932,887.6,192.8
933,887.7,217.5
934,887.8,181.5
935,887.9,191.3
936,888.0,179.2
937,888.1,208.5
938,888.2,227.8
939,888.3,212.9
940,888.4,263.2
941,888.5,228.5
942,888.6,195.5
943,888.7,318.5
944,888.8,282.3
945,888.9,221.8
946,889.0,293.6
947,889.1,255.4
948,889.2,251.2
949,889.3,298.8
950,889.4,231.2
951,889.5,244.1
952,889.6,314.6
953,889.7,289.0
954,889.8,212.1
955,889.9,333.8
956,890.0,276.7
957,890.1,274.1
958,890.2,246.1
959,890.3,347.1
960,890.4,293.9
961,890.5,294.0
962,890.6,236.8
963,890.7,242.7
964,890.8,234.4
965,890.9,321.7
966,891.0,302.4
967,891.1,300.5
968,891.2,283.6
969,891.3,290.3
970,891.4,306.6
971,891.5,275.1
972,891.6,327.1
973,891.7,273.1
974,891.8,249.6
975,891.9,308.7
976,892.0,357.3
977,892.1,284.0
978,892.2,359.4
979,892.3,333.4
980,892.4,309.8
981,892.5,320.6
982,892.6,387.8
983,892.7,335.5
984,892.8,268.0
985,892.9,251.7
986,893.0,243.4
987,893.1,210.4
988,893.2,190.9
989,893.3,131.6
990,893.4,-8.9
991,893.5,470.2
992,893.6,374.4
993,893.7,55.4
994,893.8,126.2
995,893.9,156.3
996,894.0,82.4
997,894.1,203.2
998,894.2,390.7
999,894.3,248.5
1000,894.4,441.7
1001,894.5,287.5
1002,894.6,40.2
1003,894.7,36.4
1004,894.8,92.8
1005,894.9,62.3
1006,895.0,34.7
1007,895.1,155.2
1008,895.2,76.9
1009,895.3,406.6
1010,895.4,115.8
1011,895.5,571.0
1012,895.6,108.2
1013,895.7,570.3
1014,895.8,539.6
1015,895.9,268.9
1016,896.0,399.4
1017,896.1,230.7
1018,896.2,369.5
1019,896.3,460.2
1020,896.4,195.4
1021,896.5,554.2
1022,896.6,223.1
1023,896.7,461.5
1024,896.8,277.1
1025,896.9,226.3
1026,897.0,380.4
1027,897.1,232.9
1028,897.2,224.7
1029,897.3,126.7
1030,897.4,222.9
1031,897.5,462.9
1032,897.6,280.2
1033,897.7,351.2
1034,897.8,124.9
1035,897.9,119.1
1036,898.0,277.3
1037,898.1,317.5
1038,898.2,283.0
1039,898.3,92.1
1040,898.4,240.1
1041,898.5,199.2
1042,898.6,421.5
1043,898.7,162.9
1044,898.8,211.4
1045,898.9,105.0
1046,899.0,360.0
1047,899.1,312.0
1048,899.2,288.1
1049,899.3,318.4
1050,899.4,369.6
1051,899.5,326.9
1052,899.6,224.6
1053,899.7,199.4
1054,899.8,270.2
1055,899.9,96.3
1056,900.0,0.4
1057,900.1,-265.6
1058,900.2,-269.4
1059,900.3,-287.1
1060,900.4,-219.2
1061,900.5,-441.1
1062,900.6,-592.3
1063,900.7,-880.0
1064,900.8,-893.3
1065,900.9,-1000.0
